carat,cut,color,clarity,depth,table,price,x,y,z
1.2,Very Good,0,SI,63.1,61.0,4476,6.66,6.58,4.18
0.46,Very Good,4,SI,60.1,57.0,904,5.01,5.04,3.02
1.61,Very Good,5,SI,62.3,57.0,13047,7.43,7.47,4.64
1.11,Very Good,5,SI,62.3,58.0,4307,6.64,6.68,4.15
0.42,Very Good,6,SI,63.0,55.0,756,4.76,4.79,3.01
0.51,Very Good,6,VS,60.5,60.0,1787,5.16,5.19,3.13
0.9,Very Good,6,SI,59.5,58.0,3989,6.28,6.33,3.75
1.02,Very Good,6,SI,63.5,61.0,5598,6.35,6.27,4.01
0.46,Very Good,5,VS,58.9,59.4,1345,5.05,5.1,2.99
0.46,Very Good,6,SI,62.0,60.0,844,4.89,4.92,3.04
0.71,Very Good,6,SI,61.0,58.0,2683,5.71,5.87,3.53
0.3,Very Good,2,SI,63.4,60.0,554,4.25,4.23,2.69
1.2,Very Good,1,SI,63.2,58.0,5257,6.71,6.75,4.25
1.0,Very Good,6,SI,59.2,62.0,5621,6.49,6.54,3.86
0.26,Very Good,4,VS,62.9,59.0,453,4.04,4.07,2.55
0.52,Very Good,6,SI,62.0,60.0,1237,5.18,5.11,3.19
0.27,Very Good,5,VVS,59.9,57.0,620,4.23,4.25,2.54
0.99,Very Good,5,SI,61.8,59.0,4780,6.3,6.33,3.9
1.51,Very Good,0,SI,60.6,57.0,7125,7.38,7.46,4.5
0.9,Very Good,1,VS,63.5,57.0,3484,6.06,6.03,3.84
1.01,Very Good,3,SI,63.0,58.0,3966,6.29,6.34,3.98
0.52,Very Good,6,VS,63.6,59.0,1664,5.09,5.13,3.25
1.98,Very Good,1,VS,62.7,60.0,15083,7.9,7.96,4.98
0.9,Very Good,3,VVS,59.8,60.0,5102,6.23,6.28,3.74
0.43,Very Good,5,VVS,59.3,59.0,1291,4.95,4.97,2.94
0.46,Very Good,4,SI,61.5,56.0,809,4.98,5.01,3.07
0.57,Very Good,5,SI,58.8,57.3,1384,5.42,5.46,3.21
0.7,Very Good,5,SI,63.2,61.0,2307,5.62,5.59,3.54
0.34,Very Good,6,SI,59.6,61.0,626,4.5,4.53,2.69
0.5,Very Good,1,SI,63.4,62.0,1073,5.0,4.95,3.15
0.26,Very Good,4,VVS,62.0,59.0,597,4.08,4.15,2.55
2.03,Very Good,1,VS,63.2,60.0,15086,8.01,7.98,5.05
1.02,Very Good,0,SI,61.1,61.0,3601,6.44,6.5,3.95
0.57,Very Good,4,SI,62.6,58.0,1403,5.28,5.32,3.32
0.33,Very Good,5,VVS,61.5,57.0,1103,4.44,4.48,2.75
1.02,Very Good,5,VS,62.8,59.0,5565,6.39,6.44,4.03
2.01,Very Good,2,SI,60.1,60.0,17476,8.25,8.2,4.94
1.21,Very Good,3,VS,62.3,58.0,7568,6.76,6.8,4.22
0.83,Very Good,5,SI,63.5,58.0,3365,5.93,5.98,3.78
0.43,Very Good,5,VS,62.8,56.0,981,4.79,4.86,3.03
0.71,Very Good,6,VS,62.5,60.0,2745,5.61,5.65,3.52
0.9,Very Good,5,VS,62.1,55.0,4919,6.14,6.23,3.84
0.94,Very Good,6,SI,62.0,57.0,3634,6.28,6.34,3.91
0.5,Very Good,6,VS,62.8,58.0,1752,5.05,5.08,3.18
0.7,Very Good,4,SI,61.8,58.0,2230,5.67,5.72,3.52
0.9,Very Good,1,SI,62.3,58.0,3580,6.12,6.17,3.83
0.45,Very Good,3,VVS,61.4,61.0,1105,4.89,4.95,3.02
0.51,Very Good,3,VVS,63.5,56.0,1842,5.11,5.07,3.23
0.72,Very Good,0,SI,62.7,56.0,1666,5.66,5.72,3.57
0.92,Very Good,6,I1,63.0,58.0,2674,6.13,6.18,3.88
0.58,Very Good,2,SI,62.5,58.0,1402,5.29,5.31,3.31
1.02,Very Good,5,VS,60.5,60.0,7738,6.49,6.54,3.94
1.02,Very Good,2,SI,60.9,58.0,4039,6.41,6.53,3.94
0.26,Very Good,4,VVS,61.3,58.0,562,4.13,4.16,2.54
0.5,Very Good,3,VVS,63.7,58.0,2180,5.01,5.04,5.06
0.38,Very Good,4,VS,61.9,54.6,906,4.64,4.68,2.89
1.01,Very Good,3,VS,60.7,63.0,6353,6.4,6.38,3.88
0.71,Very Good,3,SI,62.9,56.0,2184,5.68,5.73,3.59
1.0,Very Good,5,SI,63.5,56.0,3763,6.37,6.3,4.02
0.5,Very Good,0,VS,63.4,58.0,1023,5.07,5.02,3.2
1.58,Very Good,2,SI,62.4,57.0,8620,7.36,7.45,4.62
0.9,Very Good,4,VS,61.9,57.0,4678,6.17,6.23,3.84
0.31,Very Good,1,VS,63.0,58.0,489,4.29,4.32,2.71
2.18,Very Good,1,SI,63.3,58.0,12220,8.22,8.18,5.19
1.05,Very Good,1,VS,63.1,58.0,4612,6.47,6.42,4.07
0.56,Very Good,5,VVS,60.5,57.0,2442,5.32,5.36,3.23
1.18,Very Good,4,VVS,60.4,59.0,12175,6.82,6.86,4.13
1.65,Very Good,3,SI,62.2,58.0,9791,7.55,7.62,4.72
1.09,Very Good,2,SI,62.5,57.0,5950,6.49,6.54,4.07
1.59,Very Good,2,VVS,63.0,58.0,12297,7.43,7.48,4.7
1.54,Very Good,0,SI,61.2,59.0,7453,7.41,7.45,4.55
0.5,Very Good,4,VVS,61.1,55.0,2122,5.14,5.18,3.15
0.33,Very Good,3,VVS,62.8,57.0,752,4.39,4.47,2.78
0.7,Very Good,3,SI,61.9,56.0,2042,5.68,5.73,3.53
0.26,Very Good,6,VVS,59.1,59.0,597,4.21,4.28,2.51
0.52,Very Good,2,SI,61.3,60.0,1071,5.15,5.23,3.18
1.5,Very Good,6,VS,62.4,57.0,17153,7.2,7.25,4.51
0.38,Very Good,3,VS,57.1,63.0,886,4.77,4.86,2.75
0.36,Very Good,6,VS,59.0,57.0,832,4.71,4.74,2.79
1.51,Very Good,3,SI,60.3,57.0,11836,7.44,7.48,4.5
0.32,Very Good,3,VS,58.4,57.0,524,4.51,4.53,2.64
1.2,Very Good,5,VS,60.6,56.0,9529,6.85,6.87,4.16
1.01,Very Good,5,VVS,63.3,55.0,9140,6.41,6.36,4.04
1.02,Very Good,4,SI,62.5,57.0,4948,6.35,6.41,3.99
0.9,Very Good,5,VS,62.2,59.0,4580,6.13,6.18,3.83
1.26,Very Good,3,VVS,60.2,59.0,10922,6.98,7.07,4.23
0.3,Very Good,3,VS,61.8,60.0,505,4.29,4.25,2.64
1.13,Very Good,5,SI,63.4,59.0,5147,6.53,6.59,4.16
1.06,Very Good,2,VS,60.7,59.0,5415,6.56,6.63,4.0
0.42,Very Good,6,SI,62.8,58.0,810,4.76,4.79,3.0
1.67,Very Good,1,VS,61.6,59.1,11867,7.61,7.64,4.7
0.4,Very Good,5,SI,63.0,57.0,687,4.65,4.68,2.94
0.81,Very Good,2,VS,62.5,57.0,3404,5.94,5.96,3.72
0.42,Very Good,3,VVS,58.5,63.0,1181,4.9,4.88,2.86
0.9,Very Good,2,SI,58.7,59.0,3447,6.3,6.35,3.71
0.81,Very Good,0,SI,63.1,59.0,2482,5.88,5.91,3.72
0.34,Very Good,6,VS,62.9,55.0,805,4.43,4.47,2.8
0.37,Very Good,5,SI,59.9,59.0,649,4.68,4.7,2.81
0.71,Very Good,5,SI,62.9,55.0,2964,5.64,5.68,3.56
0.3,Very Good,4,VS,61.5,56.0,654,4.31,4.34,2.66
1.01,Very Good,2,SI,61.8,60.0,4855,6.38,6.44,3.96
0.3,Very Good,3,VS,62.9,55.0,620,4.25,4.27,2.68
0.53,Very Good,6,VS,60.5,58.0,2170,5.27,5.3,3.2
1.59,Very Good,6,SI,62.8,54.0,13631,7.43,7.48,4.68
0.32,Very Good,1,VS,61.1,57.0,449,4.39,4.42,2.69
1.71,Very Good,2,VS,63.5,59.0,9974,7.59,7.52,4.8
1.18,Very Good,2,SI,62.6,55.0,5674,6.76,6.79,4.24
1.64,Very Good,4,SI,62.8,59.0,12555,7.51,7.53,4.72
1.01,Very Good,5,SI,63.1,55.0,4853,6.41,6.34,4.02
1.04,Very Good,6,VS,61.2,56.0,7653,6.53,6.58,4.02
0.46,Very Good,4,VVS,62.3,56.0,1838,4.94,4.98,3.09
0.51,Very Good,3,SI,59.7,58.0,1261,5.2,5.26,3.12
0.72,Very Good,5,VVS,61.2,58.0,3903,5.75,5.79,3.53
0.77,Very Good,1,VS,62.4,63.0,2054,5.8,5.84,3.63
0.31,Very Good,2,VVS,62.6,56.0,578,4.33,4.36,2.72
2.18,Very Good,3,SI,63.3,59.0,12377,8.25,8.2,5.2
0.32,Very Good,4,SI,62.6,56.0,421,4.37,4.41,2.75
1.34,Very Good,0,SI,62.3,61.0,5787,6.97,7.05,4.37
1.24,Very Good,1,SI,60.0,59.0,5584,6.98,7.01,4.2
0.57,Very Good,5,VVS,60.0,61.0,2485,5.36,5.44,3.24
0.54,Very Good,3,VS,63.6,56.0,1698,5.17,5.24,3.31
1.01,Very Good,3,VS,63.1,60.0,6108,6.36,6.31,4.0
0.52,Very Good,3,SI,59.6,62.0,1244,5.18,5.23,3.1
0.75,Very Good,5,SI,61.1,59.0,3005,5.85,5.9,3.59
0.3,Very Good,5,SI,61.9,58.0,526,4.27,4.33,2.66
1.06,Very Good,5,VVS,63.4,55.0,9680,6.46,6.51,4.11
0.41,Very Good,6,VS,62.5,60.0,889,4.72,4.75,2.96
0.9,Very Good,6,SI,62.8,59.0,4466,6.12,6.18,3.86
1.13,Very Good,2,SI,62.0,58.0,5179,6.67,6.71,4.15
0.78,Very Good,4,SI,62.2,59.0,2550,5.89,5.94,3.68
1.03,Very Good,3,I1,63.2,58.0,2988,6.44,6.34,4.04
2.5,Very Good,0,SI,62.8,57.0,17028,8.58,8.65,5.41
0.4,Very Good,2,SI,62.8,59.0,666,4.67,4.69,2.94
1.01,Very Good,6,VS,62.7,57.0,7652,6.36,6.39,4.0
1.07,Very Good,3,VS,62.8,58.0,7168,6.48,6.52,4.08
1.24,Very Good,0,SI,62.8,58.0,4789,6.77,6.83,4.27
0.33,Very Good,3,SI,63.2,57.0,631,4.44,4.39,2.79
0.7,Very Good,5,VS,61.5,56.0,2967,5.69,5.75,3.52
0.5,Very Good,6,VS,63.2,60.0,1632,5.04,5.02,3.18
2.19,Very Good,5,SI,62.4,61.0,18067,8.23,8.31,5.16
0.9,Very Good,1,VS,62.0,63.0,3338,6.13,6.03,3.77
1.16,Very Good,6,SI,62.5,60.0,5044,6.64,6.7,4.17
0.23,Very Good,5,VVS,61.2,58.0,530,3.93,3.98,2.42
0.51,Very Good,3,SI,63.1,56.0,1261,5.08,5.16,3.23
0.33,Very Good,4,VVS,62.0,56.0,912,4.43,4.46,2.75
0.73,Very Good,5,SI,63.2,58.0,2821,5.76,5.7,3.62
0.93,Very Good,1,VS,62.6,59.0,4033,6.17,6.2,3.87
1.0,Very Good,4,SI,61.9,59.0,3906,6.39,6.44,3.97
0.52,Very Good,5,SI,64.0,55.0,1059,5.07,5.11,3.26
0.91,Very Good,5,SI,62.8,59.0,3968,6.13,6.16,3.86
0.9,Very Good,1,SI,61.8,58.0,3176,6.2,6.26,3.85
0.31,Very Good,5,IF,63.0,55.0,938,4.33,4.37,2.74
1.55,Very Good,3,SI,61.9,60.0,8873,7.31,7.36,4.54
0.82,Very Good,3,VS,59.8,56.0,3535,6.13,6.18,3.68
0.3,Very Good,4,VS,62.8,58.0,605,4.24,4.29,2.68
1.02,Very Good,4,SI,60.9,58.0,4284,6.43,6.55,3.95
1.03,Very Good,4,VS,60.2,55.0,6733,6.62,6.56,3.97
0.32,Very Good,6,SI,63.3,57.0,756,4.39,4.36,2.77
1.01,Very Good,3,VS,63.6,56.0,6449,6.34,6.39,4.05
0.24,Very Good,5,VVS,62.9,59.0,552,3.97,4.01,2.51
0.7,Very Good,2,VS,62.3,56.0,2276,5.66,5.7,3.54
1.04,Very Good,1,SI,63.2,54.0,4193,6.49,6.42,4.08
0.3,Very Good,5,VVS,62.5,61.0,688,4.23,4.28,2.66
0.59,Very Good,5,VS,61.2,58.0,2200,5.4,5.45,3.32
0.31,Very Good,2,VVS,61.3,56.0,651,4.35,4.38,2.67
0.52,Very Good,3,VS,60.2,56.0,1446,5.23,5.27,3.16
0.54,Very Good,5,VS,63.1,58.0,1760,5.21,5.13,3.26
0.72,Very Good,6,SI,60.5,57.0,3102,5.85,5.89,3.55
0.58,Very Good,2,VS,61.2,55.8,1633,5.39,5.41,3.3
0.71,Very Good,0,SI,59.2,58.0,1932,5.86,5.9,3.48
0.43,Very Good,1,SI,61.5,54.0,691,4.86,4.89,3.0
0.3,Very Good,3,VVS,63.5,56.0,878,4.34,4.29,2.74
0.3,Very Good,1,SI,61.9,61.0,394,4.27,4.29,2.65
0.53,Very Good,5,SI,58.3,62.0,1160,5.3,5.36,3.11
1.0,Very Good,3,VS,62.2,58.0,6743,6.35,6.39,3.96
0.7,Very Good,2,SI,63.8,55.0,1890,5.57,5.59,3.56
0.63,Very Good,5,SI,61.0,57.6,1952,5.48,5.51,3.36
1.51,Very Good,1,SI,63.1,60.0,6819,7.19,7.13,4.52
1.32,Very Good,1,SI,62.1,57.0,6810,6.99,7.09,4.37
1.06,Very Good,4,SI,61.2,57.0,5142,6.58,6.68,4.06
1.07,Very Good,1,SI,61.8,60.0,4307,6.52,6.56,4.04
0.78,Very Good,3,SI,63.3,56.0,2721,5.83,5.86,3.7
1.01,Very Good,0,SI,62.8,59.0,3906,6.34,6.37,3.99
0.78,Very Good,6,VS,59.8,60.0,3672,5.97,6.03,3.59
0.4,Very Good,4,VS,62.9,58.0,982,4.67,4.71,2.95
0.43,Very Good,4,VS,61.6,59.0,905,4.78,4.87,2.97
0.3,Very Good,5,VS,62.9,58.0,544,4.27,4.31,2.7
2.04,Very Good,2,SI,60.0,60.0,16319,8.21,8.17,4.91
0.34,Very Good,6,VS,59.5,56.0,698,4.55,4.59,2.72
0.4,Very Good,2,VS,61.8,53.0,770,4.76,4.78,2.95
0.52,Very Good,2,VS,63.5,58.0,1385,5.12,5.11,3.25
1.01,Very Good,6,SI,59.1,63.0,3605,6.54,6.59,3.88
0.31,Very Good,1,VS,62.3,57.0,435,4.32,4.35,2.7
0.31,Very Good,3,VS,60.7,61.0,544,4.33,4.37,2.64
1.19,Very Good,5,SI,58.0,63.0,5956,6.9,6.97,4.02
0.5,Very Good,6,SI,61.6,59.0,1318,5.12,5.14,3.16
0.9,Very Good,3,VVS,63.3,58.0,4697,6.05,6.14,3.86
0.7,Very Good,4,VS,62.9,57.0,2473,5.59,5.63,3.53
0.31,Very Good,3,VS,62.9,57.0,544,4.31,4.34,2.72
0.74,Very Good,3,SI,63.5,60.0,2468,5.73,5.68,3.62
1.05,Very Good,3,IF,58.9,61.0,9013,6.64,6.67,3.92
0.6,Very Good,6,VS,63.1,54.0,1657,5.41,5.33,3.39
0.3,Very Good,6,VVS,63.5,58.0,1010,4.31,4.23,2.71
1.0,Very Good,3,VS,60.6,60.0,5623,6.4,6.5,3.91
0.91,Very Good,4,SI,63.1,60.0,4188,6.13,6.17,3.88
0.4,Very Good,1,VVS,61.5,58.0,842,4.7,4.76,2.91
0.37,Very Good,6,VS,61.1,58.0,820,4.66,4.7,2.86
0.31,Very Good,5,VS,62.9,57.0,680,4.3,4.35,2.72
0.77,Very Good,1,VS,62.2,59.0,2682,5.83,5.85,3.63
0.72,Very Good,5,SI,63.5,59.0,2376,5.66,5.61,3.58
0.7,Very Good,5,VS,60.5,63.0,2737,5.74,5.7,3.46
0.23,Very Good,4,VS,61.0,59.0,402,3.95,3.99,2.42
0.52,Very Good,3,SI,60.6,61.0,1161,5.17,5.19,3.14
1.55,Very Good,2,VS,61.3,61.0,11602,7.39,7.46,4.55
0.31,Very Good,6,VS,61.6,55.0,692,4.37,4.4,2.7
0.59,Very Good,4,SI,61.7,57.0,1412,5.39,5.43,3.34
0.31,Very Good,1,SI,63.5,56.0,523,4.32,4.28,2.73
0.73,Very Good,4,SI,61.7,60.0,2771,5.79,5.82,3.58
0.7,Very Good,4,VVS,62.5,58.0,3247,5.63,5.67,3.53
2.05,Very Good,4,SI,61.9,56.0,15017,8.13,8.18,5.05
1.05,Very Good,3,VS,61.8,58.0,6766,6.5,6.55,4.03
0.7,Very Good,2,VS,61.6,55.0,2330,5.71,5.75,3.53
0.72,Very Good,4,VS,62.2,57.0,3229,5.7,5.74,3.56
0.9,Very Good,4,SI,59.8,54.0,4054,6.25,6.32,3.76
0.52,Very Good,5,SI,62.7,56.0,1173,5.07,5.1,3.19
1.01,Very Good,1,SI,61.4,63.0,3792,6.33,6.38,3.9
0.41,Very Good,6,SI,64.1,54.0,689,4.72,4.74,3.03
0.23,Very Good,6,VS,60.5,61.0,357,3.96,3.97,2.4
1.11,Very Good,4,VVS,60.8,57.0,9792,6.7,6.73,4.08
0.3,Very Good,1,VVS,63.0,57.0,596,4.24,4.27,2.68
1.01,Very Good,6,SI,61.5,56.0,4719,6.39,6.46,3.95
2.03,Very Good,1,SI,62.3,60.0,16392,8.01,8.07,5.01
0.6,Very Good,5,VS,62.9,59.0,2085,5.34,5.38,3.37
0.34,Very Good,4,SI,59.4,62.0,566,4.54,4.59,2.71
0.71,Very Good,5,VS,62.9,57.0,2964,5.68,5.7,3.58
0.41,Very Good,6,VS,61.7,54.0,939,4.77,4.82,2.96
1.2,Very Good,5,SI,63.2,57.0,6373,6.75,6.69,4.25
1.5,Very Good,6,SI,63.4,58.0,11352,7.16,7.25,4.57
1.51,Very Good,5,SI,61.1,60.0,9343,7.27,7.37,4.47
0.7,Very Good,4,VS,62.3,59.0,2744,5.63,5.7,3.53
0.58,Very Good,5,VS,61.1,63.0,1566,5.41,5.33,3.28
1.0,Very Good,5,SI,63.2,56.0,3763,6.4,6.32,4.02
0.72,Very Good,2,SI,63.5,58.0,1942,5.65,5.68,3.6
0.24,Very Good,5,VVS,64.4,53.0,485,3.92,3.94,2.53
2.08,Very Good,2,SI,63.4,59.0,13206,8.06,8.0,5.09
1.01,Very Good,6,VS,62.8,57.0,7278,6.33,6.4,4.0
1.0,Very Good,5,SI,63.3,57.0,5113,6.28,6.32,3.99
1.06,Very Good,2,SI,60.2,59.0,4900,6.6,6.55,3.96
0.56,Very Good,6,SI,63.1,57.0,1777,5.22,5.19,3.29
0.71,Very Good,1,VVS,63.4,57.0,2572,5.71,5.67,3.61
2.18,Very Good,1,SI,58.9,60.0,15684,8.51,8.55,5.02
0.7,Very Good,1,SI,63.5,56.0,1801,5.63,5.59,3.56
0.76,Very Good,4,VS,62.0,58.0,2873,5.8,5.86,3.62
0.53,Very Good,4,VVS,61.4,57.0,2175,5.2,5.22,3.2
0.71,Very Good,5,SI,63.1,58.0,2511,5.65,5.69,3.58
0.35,Very Good,6,SI,63.3,57.0,827,4.53,4.51,2.86
0.92,Very Good,3,VVS,62.3,57.0,5183,6.19,6.27,3.88
0.4,Very Good,2,VVS,63.9,57.0,968,4.62,4.68,2.97
1.5,Very Good,0,VS,61.7,58.0,8039,7.29,7.33,4.51
0.33,Very Good,6,SI,63.4,56.0,631,4.43,4.4,2.8
2.51,Very Good,2,SI,63.6,58.0,18029,8.51,8.59,5.44
1.01,Very Good,4,VS,63.1,60.0,6271,6.39,6.29,4.0
1.02,Very Good,6,VS,63.2,58.0,7677,6.4,6.36,4.03
1.01,Very Good,5,VS,62.6,59.0,6956,6.35,6.39,3.99
2.01,Very Good,2,VS,63.5,59.0,16677,7.92,7.86,5.01
0.41,Very Good,6,VS,59.2,58.0,995,4.83,4.87,2.87
0.32,Very Good,0,VS,60.0,61.0,393,4.45,4.49,2.68
1.4,Very Good,0,SI,63.5,58.0,6145,7.05,7.09,4.49
1.09,Very Good,4,SI,58.6,63.0,4629,6.73,6.78,3.96
1.7,Very Good,2,VS,62.8,58.0,12874,7.52,7.57,4.74
0.74,Very Good,4,SI,62.7,58.0,2715,5.71,5.78,3.6
0.28,Very Good,2,VS,61.4,57.0,376,4.21,4.23,2.59
2.0,Very Good,5,SI,63.4,60.0,14763,7.97,7.92,5.04
0.54,Very Good,5,SI,60.2,58.0,1358,5.23,5.37,3.19
1.01,Very Good,3,VS,59.3,57.0,7451,6.55,6.6,3.9
0.51,Very Good,2,VVS,63.2,57.0,1744,5.06,5.1,3.21
1.5,Very Good,4,SI,63.4,60.0,10684,7.2,7.27,4.59
0.72,Very Good,1,SI,63.3,57.0,2074,5.73,5.67,3.61
0.41,Very Good,4,VS,62.6,57.0,863,4.71,4.74,2.96
0.52,Very Good,4,SI,57.9,61.0,1273,5.28,5.33,3.07
0.23,Very Good,2,VVS,61.6,56.0,434,3.94,3.97,2.43
0.72,Very Good,5,SI,57.9,58.0,2610,5.92,5.96,3.44
0.9,Very Good,5,SI,62.5,60.0,3748,6.09,6.13,3.82
1.62,Very Good,5,SI,60.8,59.0,9355,7.57,7.62,4.62
0.32,Very Good,2,SI,61.8,56.0,482,4.38,4.41,2.71
0.9,Very Good,5,SI,61.6,59.0,3924,6.18,6.26,3.83
1.22,Very Good,3,VS,62.2,58.0,8633,6.75,6.81,4.22
1.0,Very Good,1,SI,62.6,57.0,4107,6.37,6.4,4.0
0.9,Very Good,3,SI,59.2,57.0,3303,6.3,6.36,3.75
2.01,Very Good,3,SI,63.1,59.0,18741,8.03,7.98,5.05
0.9,Very Good,3,SI,63.2,62.0,3512,6.19,6.09,3.88
1.51,Very Good,0,I1,63.3,57.0,4600,7.31,7.23,4.6
0.57,Very Good,1,SI,62.1,57.0,1000,5.29,5.33,3.3
0.27,Very Good,6,VS,62.0,57.0,470,4.11,4.15,2.56
1.02,Very Good,6,SI,60.9,61.0,4904,6.47,6.53,3.96
0.23,Very Good,6,VS,59.0,61.0,373,4.04,4.06,2.39
1.51,Very Good,5,SI,63.4,59.0,9513,7.26,7.19,4.58
1.0,Very Good,5,SI,63.3,57.0,5051,6.3,6.36,4.01
0.3,Very Good,2,VVS,61.3,61.0,684,4.26,4.29,2.62
0.25,Very Good,6,VVS,59.5,56.0,696,4.14,4.19,2.48
2.21,Very Good,1,SI,62.9,59.0,17784,8.3,8.34,5.23
0.47,Very Good,0,VS,63.0,60.0,854,4.92,4.95,3.11
0.51,Very Good,3,VVS,63.2,59.0,1871,5.04,5.09,3.2
2.0,Very Good,0,VS,61.0,51.6,13203,8.14,8.18,4.97
0.9,Very Good,3,VS,60.2,59.0,4503,6.22,6.28,3.76
2.02,Very Good,1,SI,61.9,60.0,14715,8.12,8.06,5.01
0.54,Very Good,1,SI,63.2,57.0,1135,5.17,5.21,3.28
1.01,Very Good,3,SI,60.6,57.0,4916,6.49,6.52,3.94
0.91,Very Good,5,VS,61.1,58.0,5145,6.2,6.28,3.81
0.41,Very Good,4,SI,63.3,57.0,969,4.72,4.69,2.98
1.5,Very Good,2,SI,62.1,59.0,7365,7.24,7.28,4.51
0.31,Very Good,3,VVS,62.8,53.0,816,4.34,4.36,2.73
0.31,Very Good,1,VS,61.6,56.0,468,4.36,4.39,2.69
0.31,Very Good,3,SI,62.3,57.0,408,4.33,4.37,2.71
1.21,Very Good,3,VS,63.1,58.0,7416,6.77,6.71,4.25
0.81,Very Good,4,VVS,63.1,56.0,3992,5.99,5.9,3.75
1.22,Very Good,2,VS,62.4,59.0,7673,6.91,6.85,4.29
0.33,Very Good,4,SI,59.9,61.0,550,4.44,4.47,2.67
1.51,Very Good,3,VS,62.1,57.0,11532,7.37,7.32,4.5
0.37,Very Good,4,SI,62.5,58.0,616,4.52,4.57,2.84
0.61,Very Good,1,IF,60.2,57.0,2057,5.49,5.58,3.33
0.24,Very Good,4,SI,60.9,61.0,404,4.02,4.03,2.45
0.65,Very Good,6,SI,62.4,58.0,1945,5.52,5.57,3.46
1.51,Very Good,5,SI,62.8,59.0,11460,7.26,7.3,4.57
0.75,Very Good,5,SI,63.1,56.0,2868,5.78,5.7,3.62
0.7,Very Good,5,VS,58.7,63.0,2862,5.73,5.69,3.35
0.7,Very Good,2,SI,57.7,60.0,2048,5.85,5.9,3.39
0.42,Very Good,4,SI,63.4,56.0,926,4.8,4.76,3.03
0.82,Very Good,5,SI,63.3,56.0,2975,5.99,5.95,3.78
2.0,Very Good,5,SI,62.9,56.0,16064,7.94,8.0,5.01
0.91,Very Good,1,VS,61.9,57.0,3734,6.19,6.24,3.85
1.0,Very Good,3,VS,63.5,59.0,5967,6.33,6.23,3.99
0.61,Very Good,4,VS,62.6,60.0,1805,5.34,5.39,3.36
0.72,Very Good,6,VS,62.7,58.0,2951,5.65,5.68,3.55
1.04,Very Good,3,SI,62.7,57.0,4125,6.4,6.46,4.03
1.0,Very Good,4,SI,61.4,62.0,4851,6.32,6.36,3.89
0.41,Very Good,5,VS,59.8,61.0,1079,4.79,4.85,2.88
0.7,Very Good,1,VS,63.2,55.0,2394,5.63,5.58,3.54
0.29,Very Good,5,VS,59.2,58.0,619,4.36,4.39,2.59
0.39,Very Good,3,VS,62.7,58.0,798,4.63,4.69,2.92
0.25,Very Good,6,VVS,63.8,54.0,533,3.94,3.99,2.53
0.81,Very Good,3,VS,63.1,58.0,2994,5.88,5.84,3.7
1.3,Very Good,3,VS,62.5,58.0,10654,6.9,6.95,4.33
0.4,Very Good,5,VS,63.0,57.0,888,4.67,4.69,2.95
1.05,Very Good,2,VS,59.5,56.0,6132,6.62,6.68,3.96
0.5,Very Good,5,VS,62.1,62.0,1451,5.08,5.1,3.16
0.71,Very Good,0,VS,62.3,57.0,1930,5.65,5.69,3.53
1.03,Very Good,6,SI,63.3,58.0,4963,6.38,6.42,4.05
0.92,Very Good,3,SI,62.4,60.0,3713,6.18,6.22,3.87
1.01,Very Good,3,SI,63.0,57.0,4890,6.28,6.35,3.98
0.25,Very Good,5,VVS,60.2,59.0,575,4.11,4.13,2.48
0.36,Very Good,6,VS,64.0,56.0,759,4.49,4.51,2.88
0.41,Very Good,2,SI,61.5,59.0,593,4.8,4.82,2.96
0.76,Very Good,1,SI,62.0,56.0,2352,5.81,5.84,3.61
0.64,Very Good,3,VS,60.4,62.0,2060,5.54,5.58,3.36
2.0,Very Good,5,SI,63.1,53.0,16380,7.99,8.11,5.08
1.01,Very Good,4,SI,62.7,59.0,4416,6.35,6.4,4.0
1.01,Very Good,4,SI,61.0,60.0,4121,6.44,6.48,3.94
0.6,Very Good,4,SI,62.4,56.0,1554,5.37,5.4,3.36
0.7,Very Good,5,VS,63.5,54.0,2889,5.62,5.66,3.58
0.58,Very Good,5,VS,60.9,58.0,1899,5.4,5.39,3.29
1.02,Very Good,3,VS,61.9,54.0,6569,6.45,6.48,4.0
1.1,Very Good,2,SI,62.4,58.0,4938,6.58,6.62,4.12
0.9,Very Good,6,VS,58.8,61.0,4729,6.27,6.32,3.7
0.74,Very Good,6,SI,61.5,59.0,2740,5.79,5.82,3.57
0.44,Very Good,5,VS,60.3,58.0,987,4.9,4.92,2.96
1.51,Very Good,0,SI,62.9,59.0,6942,7.25,7.29,4.57
1.01,Very Good,6,IF,63.3,55.0,12581,6.36,6.28,4.0
0.91,Very Good,4,SI,60.6,56.0,4081,6.27,6.3,3.81
1.18,Very Good,0,SI,62.2,58.0,4353,6.74,6.79,4.21
0.23,Very Good,3,VVS,58.1,59.0,438,4.09,4.03,2.36
1.5,Very Good,3,I1,60.3,61.0,5808,7.34,7.39,4.44
0.9,Very Good,1,SI,60.5,56.0,3464,6.22,6.24,3.77
0.32,Very Good,0,VS,60.6,59.0,421,4.42,4.46,2.69
1.5,Very Good,2,VS,59.6,60.0,12152,7.39,7.42,4.41
1.07,Very Good,2,SI,62.3,57.0,5752,6.53,6.64,4.1
0.74,Very Good,4,SI,63.1,55.0,2261,5.77,5.74,3.63
0.25,Very Good,5,VS,61.3,57.0,480,4.05,4.08,2.49
